chrom	start	end	strand	gene
chr12	27619742	27655118	+	SMCO2
chr12	27677044	27848497	+	PPFIBP1
chr12	27809602	27810048	+	AK000807
chr12	27849427	27850566	+	REP15
chr12	27863705	27909237	+	MRPS35
chr12	27915598	27924209	-	MANSC4
chr12	27933186	27955973	+	KLHL42
chr12	28111016	28124916	-	PTHLH
chr12	28332209	28703099	+	CCDC91
chr12	29301935	29488549	+	FAR2
chr12	29433350	29470781	-	AX746523
chr12	29493578	29534143	-	ERGIC2
chr12	29542226	29640257	+	OVCH1-AS1
chr12	29580488	29650619	-	OVCH1
chr12	29653745	29937692	-	TMTC1
chr12	30781914	30848929	-	IPO8
chr12	30862485	30907448	-	CAPRIN2
chr12	30948614	30955645	+	LINC00941
chr12	31079361	31149537	+	TSPAN11
chr12	31173696	31226781	-	DDX11-AS1
chr12	31226778	31257725	+	DDX11
chr12	31264585	31274400	-	DKFZp434C0631
chr12	31267684	31359088	-	OVOS2
chr12	31379257	31379277	-	hsa-miR-3194-3p
chr12	31433519	31479159	-	FAM60A
chr12	31477249	31478879	+	FLJ13224
chr12	31516414	31522235	-	BC039477
chr12	31535156	31743952	-	DENND5B
chr12	31742856	31768285	+	DENND5B-AS1
chr12	6017721	34403786	-	U5
chr12	31800093	31822016	+	METTL20
chr12	31824070	31882108	-	AMN1
chr12	31944118	31945175	-	H3F3C
chr12	32112352	32146043	+	KIAA1551
chr12	32146772	32146802	-	RNU6-78P
chr12	32260184	32531141	+	BICD1
chr12	32638905	32798984	+	FGD4
chr12	32832136	32898584	+	DNM1L
chr12	32899477	32908887	-	YARS2
chr12	32943679	33049780	-	PKP2
chr12	33528347	33592754	-	SYT10
chr12	34175215	34181236	+	ALG10
chr12	38710556	38723528	+	ALG10B
chr12	38937978	38983614	-	BC040886
chr12	39046001	39299420	-	CPNE8
chr12	39687029	39837192	-	KIF21A
chr12	39945021	40013843	-	ABCD2
chr12	40019971	40302102	+	C12orf40
chr12	40148822	40499661	-	SLC2A13
chr12	40618812	40763086	+	LRRK2
chr12	40787195	40964560	+	MUC19
chr12	41086243	41466213	+	CNTN1
chr12	41289751	41289889	+	contactin 1
chr12	41582249	41968392	+	PDZRN4
chr12	42475647	42538673	-	GXYLT1
chr12	42550906	42632154	-	YAF2
chr12	42705887	42719932	-	ZCRB1
chr12	42719946	42853517	+	PPHLN1
chr12	42850559	42852763	-	AK096233
chr12	42852139	42983572	-	PRICKLE1
chr12	43748011	43945724	-	ADAMTS20
chr12	44122409	44152620	-	PUS7L
chr12	44152746	44183346	+	IRAK4
chr12	44187525	44200178	-	TWF1
chr12	44229961	44783541	+	TMEM117
chr12	44902057	45307711	-	NELL2
chr12	45408538	45444882	-	DBX2
chr12	45456400	45459194	-	RACGAP1P
chr12	45566816	45609789	-	PLEKHA8P1
chr12	45580873	45581252	-	RNY5
chr12	45609769	45834187	+	ANO6
chr12	46051607	46053435	+	BC053951
chr12	46119502	46121704	-	LINC00938
chr12	46123619	46301819	+	ARID2
chr12	46288602	46290522	-	AX748322
chr12	46312913	46385903	-	SCAF11
chr12	46576840	46663208	-	SLC38A1
chr12	46751970	46766645	-	SLC38A2
chr12	47158543	47219780	-	SLC38A4
chr12	47469489	47473734	-	AMIGO2
chr12	47473385	47630443	+	PCED1B
chr12	47581594	47581674	+	MIR4698
chr12	47599681	47601754	-	AX747844
chr12	47602202	47610226	-	PCED1B-AS1
chr12	48055714	48099844	-	RPAP3
chr12	48103517	48119355	-	ENDOU
chr12	48113033	48136077	+	AL831948
chr12	48128452	48164823	-	RAPGEF3
chr12	48165369	48176536	+	SLC48A1
chr12	48176506	48213763	-	HDAC7
chr12	48235319	48298814	-	VDR
chr12	48357329	48362661	+	TMEM106C
chr12	48366747	48398285	-	COL2A1
chr12	48436680	48500091	-	SENP1
chr12	48499655	48540187	+	PFKM
chr12	48541571	48551377	-	ASB8
chr12	48577365	48579709	+	C12orf68
chr12	48596121	48597075	-	OR10AD1
chr12	48722762	48724062	+	H1FNT
chr12	48733792	48745029	-	ZNF641
chr12	48866447	48866843	+	ANP32D
chr12	48876285	48890297	+	C12orf54
chr12	48919414	48921886	+	OR8S1
chr12	48961466	48963829	-	LALBA
chr12	49046994	49076035	-	KANSL2
chr12	49048164	49048313	-	SNORA34
chr12	49050430	49050565	-	SNORA2A
chr12	49061239	49061376	-	SNORA2B
chr12	49082240	49110781	-	CCNT1
chr12	49121217	49159569	+	LINC00935
chr12	49159974	49182820	-	ADCY6
chr12	49165757	49165820	-	MIR4701
chr12	49208214	49222726	+	CACNB3
chr12	49223538	49245957	-	DDX23
chr12	49250915	49259653	-	RND1
chr12	49297892	49315359	+	CCDC65
chr12	49315741	49319330	-	FKBP11
chr12	49329991	49351252	-	ARF3
chr12	49359122	49365641	-	WNT10B
chr12	49372235	49376396	+	WNT1
chr12	49388932	49393088	-	DDN
chr12	49396054	49412629	-	PRKAG1
chr12	49412757	49449107	-	KMT2D
chr12	49458467	49463775	-	RHEBL1
chr12	49469480	49469506	+	DQ589802
chr12	49483205	49488602	-	DHH
chr12	49490922	49504680	-	LMBR1L
chr12	49521564	49583107	-	TUBA1A
chr12	49521566	49525304	-	TUBA1B
chr12	49621708	49667113	+	TUBA1C
chr12	49658863	49658967	+	D28390
chr12	49688908	49692481	+	PRPH
chr12	49716970	49725514	+	TROAP
chr12	49726199	49730971	-	C1QL4
chr12	49741040	49745685	+	DNAJC22
chr12	49760687	49921207	+	SPATS2
chr12	49782956	49786116	+	LOC100335030
chr12	49932939	49952077	+	KCNH3
chr12	49952085	49961911	-	MCRS1
chr12	49976657	49999433	-	FAM186B
chr12	50017196	50038452	+	PRPF40B
chr12	50031723	50101197	-	FMNL3
chr12	50135292	50158717	+	TMBIM6
chr12	50184928	50222208	-	NCKAP5L
chr12	50222325	50234937	+	BCDIN3D-AS1
chr12	50229825	50236912	-	BCDIN3D
chr12	50260678	50297760	-	FAIM2
chr12	50302665	50305646	-	LOC283332
chr12	50305735	50320122	+	BC034605
chr12	50344523	50352664	+	AQP2
chr12	50355278	50359465	+	AQP5
chr12	50360976	50370922	+	AQP6
chr12	50382944	50419307	-	RACGAP1
chr12	50451419	50477405	+	ASIC1
chr12	50478982	50494494	+	SMARCD1
chr12	50497601	50505103	+	GPD1
chr12	50505763	50514240	+	COX14
chr12	50523580	50561097	-	CERS5
chr12	50538139	50538175	-	HV533924
chr12	50569562	50677353	-	LIMA1
chr12	50627924	50627995	-	MIR1293
chr12	50720012	50790405	-	FAM186A
chr12	50794591	50873788	+	LARP4
chr12	50898767	51142450	+	DIP2B
chr12	51157788	51214943	+	ATF1
chr12	51236700	51281663	+	TMPRSS12
chr12	51318533	51326300	+	METTL7A
chr12	51347781	51364289	+	HIGD1C
chr12	51373565	51422058	-	SLC11A2
chr12	51442081	51454207	+	LETMD1
chr12	51454987	51477454	-	CSRNP2
chr12	51487538	51566926	-	TFCP2
chr12	51517733	51519265	-	LOC494150
chr12	51580718	51611477	-	POU6F1
chr12	51632507	51640501	+	DAZAP2
chr12	51639132	51664202	-	SMAGP
chr12	51674821	51718452	-	BIN2
chr12	51722226	51740463	-	CELA1
chr12	51745832	51785401	-	GALNT6
chr12	51785100	51909547	+	SLC4A8
chr12	51901100	51902980	+	AX747851
chr12	51985019	52206648	+	SCN8A
chr12	52211675	52225701	-	FIGNL2
chr12	52281792	52285505	+	ANKRD33
chr12	52300691	52317145	+	ACVRL1
chr12	52345450	52390863	+	ACVR1B
chr12	52400728	52409673	+	GRASP
chr12	52416615	52453291	+	NR4A1
chr12	52463757	52471279	+	C12orf44
chr12	52473479	52502034	+	bpl 41-16
chr12	52562779	52585784	-	KRT80
chr12	52599364	52604639	-	LOC283403
chr12	52604713	52617597	+	LINC00592
chr12	52626953	52642709	+	KRT7
chr12	52643083	52702947	+	KRT86
chr12	52644327	52652171	-	KRT121P
chr12	52679696	52702155	-	KRT81
chr12	52708084	52715182	-	KRT83
chr12	52753789	52761309	-	KRT85
chr12	52771595	52779417	-	KRT84
chr12	52787734	52800176	-	KRT82
chr12	52817853	52828110	-	KRT75
chr12	52840434	52845910	-	KRT6B
chr12	52862299	52867569	-	KRT6C
chr12	52880957	52887181	-	KRT6A
chr12	52908358	52914243	-	KRT5
chr12	52937692	52946931	-	KRT71
chr12	52959602	52967609	-	KRT74
chr12	52979372	52995322	-	KRT72
chr12	53001353	53012343	-	KRT73
chr12	53038341	53045959	-	KRT2
chr12	53068519	53074191	-	KRT1
chr12	53083410	53097247	-	KRT77
chr12	53161938	53171129	-	KRT76
chr12	53183468	53189892	-	KRT3
chr12	53200326	53207900	-	KRT4
chr12	53215230	53228077	-	KRT79
chr12	53232745	53242778	-	KRT78
chr12	53290970	53343650	-	KRT8
chr12	53342654	53346685	+	KRT18
chr12	53400061	53435993	+	EIF4B
chr12	53436972	53448222	-	LOC283335
chr12	53440809	53458162	+	TENC1
chr12	53458099	53473204	-	SPRYD3
chr12	53491435	53496128	+	IGFBP6
chr12	53497273	53518323	+	SOAT2
chr12	53551446	53575135	-	CSAD
chr12	53574534	53584654	+	ZNF740
chr12	53585106	53601000	-	ITGB7
chr12	53604349	53626040	-	RARG
chr12	53645369	53648190	+	MFSD5
chr12	53662082	53687427	+	ESPL1
chr12	53689234	53693234	+	PFDN5
chr12	53693469	53700965	+	C12orf10
chr12	53701239	53715412	-	AAAS
chr12	53720359	53730004	-	SP7
chr12	53773978	53810226	+	SP1
chr12	53817638	53825318	+	AMHR2
chr12	53835432	53840427	+	PRR13
chr12	53835432	53874946	+	PCBP2
chr12	53874275	53893444	-	MAP3K12
chr12	53894704	53900215	+	TARBP2
chr12	53900473	53901422	-	NPFF
chr12	53901639	54020199	-	ATF7
chr12	53907767	53911392	+	LOC100652999
chr12	54058943	54070512	-	ATP5G2
chr12	54104901	54121307	-	CALCOCO1
chr12	54329111	54333427	-	HOXC-AS5
chr12	54332575	54340328	+	HOXC13
chr12	54348713	54350350	+	HOXC12
chr12	54356091	54368740	-	HOTAIR
chr12	54361785	54361962	+	HOTAIR_4
chr12	54362134	54362285	+	HOTAIR_5
chr12	54366909	54370203	+	HOXC11
chr12	54378945	54384062	+	HOXC10
chr12	54385521	54385631	+	MIR196A2
chr12	54393876	54397120	+	HOXC9
chr12	54402889	54406545	+	HOXC8
chr12	54410641	54424607	+	HOXC6
chr12	54410641	54429144	+	HOXC5
chr12	54410641	54449814	+	HOXC4
chr12	54427733	54427829	+	MIR615
chr12	54452037	54516018	+	FLJ12825
chr12	54472622	54475607	-	LOC100240735
chr12	54495992	54496483	+	LOC100240734
chr12	54519854	54526626	+	LOC400043
chr12	54573782	54576165	-	AX747003
chr12	54574141	54582778	-	SMUG1
chr12	54624730	54673915	-	CBX5
chr12	54625180	54625260	-	MIR3198-2
chr12	54674487	54680872	+	HNRNPA1
chr12	54685890	54694821	-	NFE2
chr12	54718873	54745635	+	COPZ1
chr12	54730999	54731098	+	MIR148B
chr12	54756228	54758270	-	GPR84
chr12	54762919	54785083	-	ZNF385A
chr12	54789044	54813050	-	ITGA5
chr12	54849735	54867386	-	GTSF1
chr12	54891494	54936899	+	NCKAP1L
chr12	54943176	54973023	+	PDE1B
chr12	54973023	54982443	-	PPP1R1A
chr12	55001970	55004246	-	GLYCAM1
chr12	55024622	55028663	-	LACRT
chr12	55038374	55042149	-	DCD
chr12	19789762	55213669	+	DQ573663
chr12	55248298	55252174	+	MUCL1
chr12	55342086	55378530	-	TESPA1
chr12	55413728	55423801	+	NEUROD4
chr12	55523552	55524560	+	OR9K2
chr12	55614808	55615759	+	OR10A7
chr12	55641071	55642010	+	OR6C74
chr12	55688071	55689016	-	OR6C6
chr12	55714383	55715322	+	OR6C1
chr12	55725484	55726420	+	OR6C3
chr12	55758894	55759833	+	OR6C75
chr12	55794312	55795251	+	OR6C65
chr12	55820037	55820976	+	OR6C76
chr12	55845997	55846936	+	OR6C2
chr12	55862983	55863922	-	OR6C70
chr12	55886161	55887100	+	OR6C68
chr12	55945010	55945940	+	OR6C4
chr12	55968198	55969128	+	OR2AP1
chr12	56030675	56031617	+	OR10P1
chr12	56075329	56078394	+	METTL7B
chr12	56078353	56106089	-	ITGA7
chr12	56109817	56113871	+	BLOC1S1
chr12	56109817	56118526	+	BLOC1S1-RDH5
chr12	56114150	56118526	+	RDH5
chr12	56119226	56123457	-	CD63
chr12	56137063	56146665	+	GDF11
chr12	56146246	56211540	-	SARNP
chr12	56151053	56224342	-	DNAJC14
chr12	56211805	56214959	+	ORMDL2
chr12	56225624	56227719	+	AX747140
chr12	56229213	56236767	-	MMP19
chr12	56295196	56321697	-	WIBG
chr12	56324945	56347807	+	DGKA
chr12	56347888	56360496	-	PMEL
chr12	56360555	56366568	+	CDK2
chr12	56367696	56390467	+	RAB5B
chr12	56391042	56399309	+	SUOX
chr12	56411921	56432219	+	IKZF4
chr12	56435685	56438007	+	RPS26
chr12	56473808	56497291	+	ERBB3
chr12	56498102	56507694	+	PA2G4
chr12	56510373	56511616	+	RPL41
chr12	56512029	56516278	+	ZC3H10
chr12	56521985	56538460	+	ESYT1
chr12	56546203	56551771	+	MYL6B
chr12	56552044	56555366	+	MYL6
chr12	56555635	56583351	-	SMARCC2
chr12	56596287	56615753	-	RNF41
chr12	56618124	56623638	+	NABP2
chr12	56623819	56631629	+	SLC39A5
chr12	56631587	56633757	-	BC042070
chr12	56631590	56652143	-	ANKRD52
chr12	56660641	56664750	+	COQ10A
chr12	56665482	56694175	-	CS
chr12	56704212	56710128	-	CNPY2
chr12	56710006	56727837	-	PAN2
chr12	56732662	56734194	+	IL23A
chr12	56735381	56754037	-	STAT2
chr12	56754354	56756583	-	APOF
chr12	56810156	56843200	-	TIMELESS
chr12	56843285	56862950	-	MIP
chr12	56862300	56864767	+	SPRYD4
chr12	56864735	56882181	-	GLS2
chr12	56879224	56882153	-	BC059370
chr12	56915608	56989980	+	RBMS2
chr12	56989379	57030163	-	BAZ2A
chr12	57031958	57039852	-	ATP5B
chr12	57037463	57037538	-	SNORD59B
chr12	57038810	57038885	-	SNORD59A
chr12	57057124	57082078	-	PTGES3
chr12	57106210	57119326	-	NACA
chr12	57125363	57146146	-	PRIM1
chr12	57157018	57157045	+	DQ590166
chr12	57157107	57181574	+	HSD17B6
chr12	57316937	57328189	-	SDR9C7
chr12	57345215	57351418	-	RDH16
chr12	57388354	57390469	+	GPR182
chr12	57392616	57400297	-	ZBTB39
chr12	57403780	57410344	-	TAC3
chr12	57422300	57444549	-	MYO1A
chr12	57449425	57472574	-	TMEM194A
chr12	57482676	57489259	+	NAB2
chr12	57489186	57522883	-	STAT6
chr12	57522281	57607125	+	LRP1
chr12	57588286	57588359	+	MIR1228
chr12	57610577	57620232	+	NXPH4
chr12	57623355	57628718	+	SHMT2
chr12	57628685	57634475	-	NDUFA4L2
chr12	57637241	57644976	-	STAC3
chr12	57643353	57824788	-	R3HDM2
chr12	57704046	57824788	-	KIAA1002
chr12	57828542	57844609	+	INHBC
chr12	57849095	57851791	+	INHBE
chr12	57853917	57866047	+	GLI1
chr12	57866037	57882597	-	ARHGAP9
chr12	57881076	57911334	+	MARS
chr12	57910370	57914300	-	DDIT3
chr12	57912945	57913042	-	Mir_616
chr12	57916658	57923931	+	MBD6
chr12	57923832	57941114	-	DCTN2
chr12	57943846	57978554	+	KIF5A
chr12	57978688	57980411	+	BC033961
chr12	57984941	57997211	+	PIP4K2C
chr12	57998603	58003583	+	DTX3
chr12	58003962	58011028	+	ARHGEF25
chr12	58006121	58011828	-	BC073932
chr12	58013692	58019934	+	SLC26A10
chr12	58019677	58027022	-	B4GALNT1
chr12	58034965	58204957	+	JA611266
chr12	58087737	58115340	+	OS9
chr12	58118075	58135944	-	AGAP2
chr12	58120022	58122139	+	AGAP2-AS1
chr12	58138783	58142026	+	TSPAN31
chr12	58141509	58146230	-	CDK4
chr12	58145424	58145484	+	DM110804
chr12	58148880	58154193	+	MARCH9
chr12	58156116	58160976	-	CYP27B1
chr12	58162350	58165914	-	METTL1
chr12	58166382	58176324	+	METTL21B
chr12	58176527	58196639	+	TSFM
chr12	58191159	58209852	-	AVIL
chr12	58213709	58240747	-	CTDSP2
chr12	58218391	58218475	-	MIR26A2
chr12	58230875	58236325	+	AK130110
chr12	58325231	58329947	-	LOC100506844
chr12	58335444	58351052	+	XRCC6BP1
chr12	58959742	59175498	-	AK093124
chr12	59265936	59314319	-	LRIG3
chr12	59989820	60183635	+	SLC16A7
chr12	62102028	62653925	-	FAM19A2
chr12	62636213	62653509	-	AK128013
chr12	62654120	62803501	+	USP15
chr12	62860596	62991363	+	MON2
chr12	62995530	62997214	-	C12orf61
chr12	62997465	62997549	+	MIRLET7I
chr12	63037762	63328665	-	PPM1H
chr12	63326429	63328915	-	AK024134
chr12	63536538	63546590	-	AVPR1A
chr12	63952692	64062354	-	DPY19L2
chr12	64173582	64203338	+	TMEM5
chr12	64238540	64541613	+	SRGAP1
chr12	64586418	64616076	-	C12orf66
chr12	64616116	64790841	+	BC042855
chr12	64660762	64784345	-	C12orf56
chr12	64798152	64842463	+	XPOT
chr12	64845839	64895899	+	TBK1
chr12	65004292	65091347	+	RASSF3
chr12	65016288	65016385	-	MIR548Z
chr12	65016288	65016385	+	MIR548C
chr12	65107221	65153226	-	GNS
chr12	65179790	65274798	+	TBC1D30
chr12	65277553	65371302	+	FLJ41278
chr12	65444403	65515346	-	WIF1
chr12	65563350	65642141	+	LEMD3
chr12	65672422	65860687	+	MSRB3
chr12	65938017	65951091	-	BC043551
chr12	66151799	66220754	-	RPSAP52
chr12	66217436	66360071	+	HMGA2
chr12	66249726	66275821	-	AK128707
chr12	66260583	66275358	-	AY387666
chr12	66516848	66563807	-	LLPH
chr12	66530716	66563807	-	TMBIM4
chr12	66582977	66648394	+	IRAK3
chr12	66696334	66737423	+	HELB
chr12	66741210	67197894	-	GRIP1
chr12	67663060	67708388	+	CAND1
chr12	67913861	67960906	+	AK055974
chr12	68042511	68056444	+	DYRK2
chr12	68102826	68123221	-	BC035381
chr12	68383224	68415107	+	AK124066
chr12	68548549	68553521	-	IFNG
chr12	68595128	68619571	-	IL26
chr12	68642024	68647385	-	IL22
chr12	68688345	68726161	-	MDM1
chr12	69004618	69054385	+	RAP1B
chr12	69021013	69021155	-	SNORA70G
chr12	69068150	69080639	-	LOC100507250
chr12	69080730	69136473	+	NUP107
chr12	69139935	69159853	+	SLC35E3
chr12	69198216	69199274	-	LOC100130075
chr12	69201970	69239320	+	MDM2
chr12	69244955	69357020	-	CPM
chr12	69633316	69668138	+	CPSF6
chr12	69666936	69666998	-	MIR1279
chr12	69742133	69748013	+	LYZ
chr12	69747277	69748014	+	E02193
chr12	69753531	69784576	+	YEATS4
chr12	69864128	69973562	+	FRS2
chr12	69978501	69978603	-	MIR3913-1
chr12	69978502	69978602	+	MIR3913-2
chr12	69979207	69995357	+	CCT2
chr12	70002344	70004942	-	LRRC10
chr12	70037333	70093196	-	BEST3
chr12	70107414	70132348	-	BC042465
chr12	70132630	70216984	+	RAB3IP
chr12	70320436	70352503	+	C12orf28
chr12	70636773	70748773	+	CNOT2
chr12	70760061	70828072	+	KCNMB4
chr12	70861864	70932592	+	BC031864
chr12	70910631	71031220	-	PTPRB
chr12	71031852	71314584	-	PTPRR
chr12	71518876	71835678	-	TSPAN8
chr12	71833549	71980088	+	LGR5
chr12	72003378	72057749	-	ZFC3H1
chr12	72057676	72074428	+	THAP2
chr12	72079877	72097839	+	TMEM19
chr12	72148657	72181150	+	RAB21
chr12	72233486	72320629	+	TBC1D15
chr12	72242073	72244763	-	MRS2P2
chr12	72332625	72426221	+	TPH2
chr12	72656326	72667289	-	TRHDE-AS1
chr12	72665785	72666215	-	BC093903
chr12	72666528	73059422	+	TRHDE
chr12	74526955	74686411	-	LOC100507377
chr12	74931550	74935232	+	ATXN7L3B
chr12	75433857	75603528	-	KCNC2
chr12	75628519	75645645	+	AK093193
chr12	75669758	75784702	-	CAPS2
chr12	75728462	75764169	+	GLIPR1L1
chr12	75784849	75826177	+	GLIPR1L2
chr12	75874512	75895716	+	GLIPR1
chr12	75891418	75905418	-	KRR1
chr12	76419226	76425556	-	PHLDA1
chr12	76438671	76478738	-	NAP1L1
chr12	76738265	76742222	-	BBS10
chr12	76745577	76953589	-	OSBPL8
chr12	77157853	77247474	+	ZDHHC17
chr12	77252495	77272799	-	CSRP2
chr12	77415025	77459360	-	E2F7
chr12	78225068	78606790	+	NAV3
chr12	78720459	78753526	-	BC045810
chr12	78883658	78885294	+	BC047615
chr12	79257772	79845788	+	SYT1
chr12	79813036	79813101	+	MIR1252
chr12	79850650	79850672	+	MIR5692B
chr12	79985744	80084790	-	PAWR
chr12	80167342	80329235	-	PPP1R12A
chr12	80603232	80772870	+	OTOGL
chr12	80838125	81073968	+	PTPRQ
chr12	81101407	81103256	+	MYF6
chr12	81110707	81113447	+	MYF5
chr12	81156932	81164494	+	BC037383
chr12	81186299	81189685	-	AK022997
chr12	81191170	81331694	-	LIN7A
chr12	81226311	81226408	-	MIR617
chr12	81329514	81329612	-	MIR618
chr12	81471808	81649582	+	ACSS3
chr12	81552166	81552240	+	MIR4699
chr12	81652044	82153109	-	PPFIA2
chr12	82746082	82752584	-	CCDC59
chr12	82752275	82873016	+	METTL25
chr12	83080933	83528067	+	TMTC2
chr12	85253266	85306608	-	SLC6A15
chr12	85258115	85259169	-	BC045559
chr12	85408093	85430055	-	TSPAN19
chr12	85430098	85638883	+	LRRIQ1
chr12	85674035	85695561	+	ALX1
chr12	86198330	86230318	-	RASSF9
chr12	86268072	86276770	+	NTS
chr12	86373036	87232681	-	MGAT4C
chr12	86946651	86946729	-	MIR548AL
chr12	88176662	88178488	-	MKRN9P
chr12	88373815	88423176	-	C12orf50
chr12	88429267	88443937	+	C12orf29
chr12	88442789	88535993	-	CEP290
chr12	88448974	88452835	+	BC033323
chr12	88536072	88593664	+	TMTC3
chr12	88886569	88974250	-	KITLG
chr12	89404902	89413469	-	LOC728084
chr12	89741836	89746296	-	DUSP6
chr12	89813497	89920039	-	POC1B
chr12	89913189	89918583	-	GALNT4
chr12	89913189	89920039	-	POC1B-GALNT4
chr12	89981825	90049844	-	ATP2B1
chr12	90102731	90105729	+	LINC00936
chr12	91311799	91342446	+	LINC00615
chr12	91345991	91348953	-	CCER1
chr12	91357455	91398803	-	EPYC
chr12	91444270	91452131	-	KERA
chr12	91497231	91505542	-	LUM
chr12	91539034	91576806	-	DCN
chr12	92378751	92536447	-	LOC256021
chr12	92534053	92539673	-	BTG1
chr12	92539860	92561336	+	BC044741
chr12	92813869	92821924	-	CLLU1OS
chr12	92815306	92877456	+	CLLU1
chr12	93096618	93102325	+	C12orf74
chr12	93130264	93165868	+	PLEKHG7
chr12	93166284	93323107	-	EEA1
chr12	93397533	93771512	-	LOC643339
chr12	93771700	93797024	+	NUDT4
chr12	93802087	93836026	-	UBE2N
chr12	93861265	93897548	+	MRPL42
chr12	93936238	93965544	-	SOCS2-AS1
chr12	93963597	93970521	+	SOCS2
chr12	94071150	94288616	+	CRADD
chr12	94101566	94131599	-	AK130911
chr12	94542498	94701451	+	PLXNC1
chr12	94702055	94853764	-	CCDC41
chr12	94853778	94856344	+	CCDC41-AS1
chr12	94955564	94955635	+	MIR5700
chr12	94960899	95044324	-	TMCC3
chr12	95228173	95228804	+	KRT19P2
chr12	95365103	95397489	-	NDUFA12
chr12	95414004	95467404	-	NR2C1
chr12	95470524	95611240	-	FGD6
chr12	95611521	95696566	+	VEZT
chr12	95702195	95702289	+	MIR331
chr12	95703698	95703760	+	MIR3685
chr12	95867821	95909613	+	METAP2
chr12	95910887	95945263	-	USP44
chr12	96043030	96067770	+	PGAM1P5
chr12	96051582	96184930	-	NTN4
chr12	96252708	96260238	+	SNRPF
chr12	96260825	96336428	-	CCDC38
chr12	96337070	96362370	+	AMDHD1
chr12	96366439	96390143	-	HAL
chr12	96394530	96437298	-	LTA4H
chr12	96588206	96661606	+	ELK3
chr12	96672038	96794366	-	CDK17
chr12	96883352	97040905	+	C12orf55
chr12	96933914	97024429	+	AX747187
chr12	97041752	97159032	+	C12orf63
chr12	97301000	97347469	+	NEDD1
chr12	97858798	97958793	+	RMST
chr12	97866326	97868402	+	AK129935
chr12	97885686	97885756	+	MIR1251
chr12	97945914	97946006	-	SnoMe28S_Am2634
chr12	97957589	97957689	+	MIR135A2
chr12	98107189	98150295	-	LOC643711
chr12	98389160	98389226	-	MIR4303
chr12	98847618	98850923	-	SLC9A7P1
chr12	98879321	98897633	-	LOC643770
chr12	98906750	98910004	-	TMPO-AS1
chr12	98909350	98944157	+	TMPO
chr12	98987402	98995778	+	SLC25A3
chr12	98993412	98993662	+	SNORA53
chr12	99007181	99038829	-	IKBIP
chr12	99039077	99129211	+	APAF1
chr12	99128568	100378432	-	ANKS1B
chr12	100041527	100043892	+	FAM71C
chr12	100420028	100421318	-	BC062763
chr12	100430862	100536642	-	UHRF1BP1L
chr12	100550174	100567121	-	GOLGA2P5
chr12	62536136	100551660	+	DQ579681
chr12	100552746	100552787	-	DQ572567
chr12	100559874	100559906	+	DQ571064
chr12	100583661	100583727	+	MIR1827
chr12	100593864	100635629	+	ACTR6
chr12	100597446	100615569	-	AX746635
chr12	100631745	100660857	-	DEPDC4
chr12	100660954	100733914	+	SCYL2
chr12	100750856	100815837	+	SLC17A8
chr12	100867550	100957645	+	NR1H4
chr12	100967488	101018685	+	GAS2L3
chr12	101111303	101522419	+	ANO4
chr12	101549993	101604016	-	SLC5A8
chr12	101673904	101780397	+	UTP20
chr12	101786902	101801572	-	ARL1
chr12	101869198	101880775	+	SPIC
chr12	101988708	102079658	+	MYBPC1
chr12	102091416	102123424	+	CHPT1
chr12	102122425	102133250	-	SYCP3
chr12	102139274	102224645	-	GNPTAB
chr12	102271104	102317401	+	DRAM1
chr12	102406716	102455899	-	CCDC53
chr12	102467972	102513869	-	NUP37
chr12	102513955	102591298	+	PARPBP
chr12	102590236	102591614	-	PMCH
chr12	102591362	102796374	+	JX088243
chr12	102789644	102874378	-	IGF1
chr12	103203060	103218177	-	LINC00485
chr12	103232103	103311381	-	PAH
chr12	103351451	103354294	+	ASCL1
chr12	103631368	103889749	-	C12orf42
chr12	103941571	103953593	+	BC041342
chr12	103981068	104160502	+	STAB2
chr12	104166080	104234975	-	NT5DC3
chr12	104237526	104323989	-	GNN
chr12	104324111	104341708	+	HSP90B1
chr12	104324202	104324333	+	MIR3652
chr12	104343980	104359473	-	C12orf73
chr12	104359592	104382656	+	TDG
chr12	104382764	104457961	-	GLT8D2
chr12	104424968	104425046	+	DL490275
chr12	104458235	104500304	+	HCFC2
chr12	104510857	104532040	-	NFYB
chr12	104606487	104744085	+	TXNRD1
chr12	104697509	104698982	+	EID3
chr12	104850691	105155792	+	CHST11
chr12	104985410	104985494	+	MIR3922
chr12	105197274	105322472	-	SLC41A2
chr12	105380097	105388505	+	C12orf45
chr12	105413561	105478341	-	ALDH1L2
chr12	105501491	105562906	+	KIAA1033
chr12	105567074	105630008	-	APPL2
chr12	105724413	105765296	+	C12orf75
chr12	106457124	106533811	-	NUAK1
chr12	106631658	106641713	-	CKAP4
chr12	106696580	106740792	+	TCP11L2
chr12	106751435	106903976	+	POLR3B
chr12	106890187	107168609	-	LOC100287944
chr12	106976684	107156582	+	RFX4
chr12	107074535	107078478	-	LOC100505978
chr12	107168398	107283094	+	RIC8B
chr12	107347806	107349275	-	AK055712
chr12	107349543	107367813	+	C12orf23
chr12	107371068	107380944	-	MTERFD3
chr12	107385142	107487635	-	CRY1
chr12	107712196	108053419	+	BTBD11
chr12	108079589	108106257	+	PWP1
chr12	108126642	108155021	-	PRDM4
chr12	108168161	108170421	+	ASCL4
chr12	108296926	108297548	-	LOC728739
